procurement_key,org,year,month,ada,issue_date,decision_type,subject,amount,amount_source,supplier_key,supplier_name,supplier_tax_id,signer,unit,url
proc:36206d56afdf,50200,2020,1,665ΣΟΡ10-Ι34,2020-01-02,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,"Έλεγχος νομιμότητας της με αριθμ. 16/154/2019 απόφασης του Δημοτικού Συμβουλίου του Δήμου Καμένων Βούρλων, περί σύναψης προγραμματικής σύμβασης.",,,,,,,,https://diavgeia.gov.gr/doc/665ΣΟΡ10-Ι34
proc:028796d30f3d,50200,2020,1,ΩΞΘΚΟΡ10-Ν7Χ,2020-01-02,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΝΑΛΗΨΗ ΔΑΠΑΝΗΣ 999-03,,,,,,,,https://diavgeia.gov.gr/doc/ΩΞΘΚΟΡ10-Ν7Χ
proc:211d005ba542,50200,2020,1,Ψ2ΖΠΟΡ10-ΡΩΣ,2020-01-03,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,"Έγκριση  πρακτικού κατακύρωσης  του ηλεκτρονικού διαγωνισμού με ΑΔΑΜ: 19PROC005738157 (αριθμός  συστήματος ΕΣΗΔΗΣ 79974) για την προμήθεια μελανωτήρων για εκτυπωτικά και φωτογραφικά μηχανήματα των υπηρεσιών της Α.Δ.Θ.Στ.Ε., CPV: 30192112-9,  ύψους 42.762,64€ (με ΦΠΑ 24%) 34.486,00€ (χωρίς  ΦΠΑ)",42762.64,subject:trusted_budget_phrase,,,,,,https://diavgeia.gov.gr/doc/Ψ2ΖΠΟΡ10-ΡΩΣ
proc:325c9f3ef0d1,50200,2020,1,ΨΠΙ9ΟΡ10-ΚΤΩ,2020-01-03,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,"Απόφαση ανάθεσης καθηκόντων Ληξιάρχου, σε αιρετό του Δήμου Τρικκαίων",,,,,,,,https://diavgeia.gov.gr/doc/ΨΠΙ9ΟΡ10-ΚΤΩ
proc:93f77bfa6a30,50200,2020,1,Ω5Ω9ΟΡ10-Γ9Ν,2020-01-03,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,"Απόφαση ανάθεσης καθηκόντων Ληξιάρχου, σε υπάλληλο του Δήμου Τεμπών",,,,,,,,https://diavgeia.gov.gr/doc/Ω5Ω9ΟΡ10-Γ9Ν
proc:c1b320fe24c1,50200,2020,1,6378ΟΡ10-ΚΝ3,2020-01-08,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,"Έλεγχος νομιμότητας της αριθμ.218/2019 (σε ορθή επανάληψη) απόφασης του Δημοτικού Συμβουλίου του Δήμου Παλαμά, σχετικά με την τροποποίηση της αρίθμ.260/2018 όμοιας, με την οποία εγκρίθηκε η σύναψη προγραμματικής σύμβασης μεταξύ της Δημοτικής Επιχείρισης Ύδρευσης Αποχέτευσης (Δ.Ε.Υ.Α.) Παλαμά και του Δήμου Παλαμά, για την υλοποίηση της Πράξης: «ΠΡΟΜΗΘΕΙΑ ΤΟΠΟΘΕΤΗΣΗ ΕΞΟΠΛΙΣΜΟΥ ΤΡΙΤΟΒΑΘΜΙΑΣ ΕΠΕΞΕΡΓΑΣΙΑΣ ΕΚΡΟΩΝ ΕΕΛ ΠΑΛΑΜΑ (ΦΙΛΟΔΗΜΟΣ Ι) ΣΤΟΝ ΑΞΟΝΑ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ « ΒΕΛΤΙΩΣΗ ΤΩΝ ΒΑΣΙΚΩΝ ΠΕΡΙΒΑΛΛΟΝΤΙΚΩΝ ΥΠΟΔΟΜΩΝ ΚΑΙ ΙΔΙΩΣ ΑΥΤΩΝ ΤΗΣ ΕΠΕΞΕΡΓΑΣΙΑΣ ΛΥΜΑΤΩΝ ».",,,,,,,,https://diavgeia.gov.gr/doc/6378ΟΡ10-ΚΝ3
proc:35775b7edcad,50200,2020,1,69ΥΔΟΡ10-Ζ6Ζ,2020-01-08,ΠΡΑΞΗ ΠΟΥ ΑΦΟΡΑ ΣΕ ΣΥΛΛΟΓΙΚΟ ΟΡΓΑΝΟ - ΕΠΙΤΡΟΠΗ - ΟΜΑΔΑ ΕΡΓΑΣΙΑΣ - ΟΜΑΔΑ ΕΡΓΟΥ - ΜΕΛΗ ΣΥΛΛΟΓΙΚΟΥ ΟΡΓΑΝΟΥ,"Συγκρότηση επιτροπής επισκευής, συντήρησης, προμήθειας ανταλλακτικών, λιπαντικών ελαστικών, κλπ. των πάσης φύσεως κρατικών οχημάτων της Διεύθυνσης Δασών Τρικάλων για το έτος 2020.",,,,,,,,https://diavgeia.gov.gr/doc/69ΥΔΟΡ10-Ζ6Ζ
proc:09aacb01ee73,50200,2020,1,ΨΙΤΜΟΡ10-4Α9,2020-01-08,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,"Έλεγχος νομιμότητας της αριθμ.287/2019 απόφασης του Διοικητικού Συμβουλίου του Φο.Δ.Σ.Α Στερεάς Ελλάδας Α.Ε , αναφορικά ,με <<Λήψη απόφασης για σύναψη τριμερούς προγραμματικής σύμβασης παροχής υποστηρικτικών υπηρεσιών από το φορέα μας στο Δήμο Ελάτειας Αμφίκλειασ και στο Δήμο Καμένων Βούρλων>>",,,,,,,,https://diavgeia.gov.gr/doc/ΨΙΤΜΟΡ10-4Α9
proc:f7932010930f,50200,2020,1,ΨΡΥ6ΟΡ10-ΙΒ4,2020-01-08,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,«Έγκριση εξώδικου συμβιβασμού - δαπάνης που προκλήθηκε από τροχαίο ατύχημα».,,,,,,,,https://diavgeia.gov.gr/doc/ΨΡΥ6ΟΡ10-ΙΒ4
proc:f644f75caad3,50200,2020,1,ΨΣΦΚΟΡ10-ΟΜΚ,2020-01-08,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,"Έλεγχος νομιμότητας της αριθμ.29/2019 απόφασης ( σε ορθή επανάληψη) του Διοικητικού Συμβουλίου της Δ.Ε.Υ.Α.Π., σχετικά με την τροποποίηση της αρίθμ.39/2018 ΑΔΣ, που αφορούσε την σύναψη προγραμματικής σύμβασης μεταξύ της Δ.Ε.Υ.Α.Π. και του Δήμου Παλαμά, για την υλοποίηση της Πράξης: «ΕΞΟΠΛΙΣΜΟΣ ΤΡΙΤΟΒΑΘΜΙΑΣ ΕΠΕΞΕΡΓΑΣΙΑΣ ΕΚΡΟΩΝ ΕΕΛ ΠΑΛΑΜΑ ».",,,,,,,,https://diavgeia.gov.gr/doc/ΨΣΦΚΟΡ10-ΟΜΚ
proc:4ab0438cfbd0,50200,2020,1,ΨΥΓ4ΟΡ10-ΕΧ1,2020-01-08,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,«Έγκριση εξώδικου συμβιβασμού - δαπάνης που προκλήθηκε από τροχαίο ατύχημα».,,,,,,,,https://diavgeia.gov.gr/doc/ΨΥΓ4ΟΡ10-ΕΧ1
proc:6541fc982491,50200,2020,1,ΩΨΕ7ΟΡ10-ΩΦ9,2020-01-08,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,ΕΛΕΓΧΟΣ ΝΟΜΙΜΟΤΗΤΑΣ ΤΩΝ ΑΡΙΘΜ. 289/2019 ΑΠΟΦΑΣΗΣ ΔΗΜΟΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ ΜΕΤΕΩΡΩΝ ΚΑΙ 44/2019 Δ.Σ. ΤΗΣ Δ.Ε.Υ.Α.Μ. ΠΕΡΙ ΣΥΝΑΨΗΣ ΠΡΟΓΡΑΜΜΑΤΙΚΗΣ ΣΥΜΒΑΣΗΣ,,,,,,,,https://diavgeia.gov.gr/doc/ΩΨΕ7ΟΡ10-ΩΦ9
proc:b62b6fd684a4,50200,2020,1,9ΒΞΟΟΡ10-798,2020-01-09,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,«Νομιμοποίηση της 20/225/27-11-2019 απόφασης του Δημοτικού Συμβουλίου του Δ. Δωρίδος με θέμα: «Έγκριση σχεδίου Προγραμματικής Σύμβασης μεταξύ του Δήμου Δωρίδος και της Περιφέρειας Στ. Ελλάδας για την εκτέλεση του έργου «ΑΝΑΠΛΑΣΕΙΣ ΚΟΙΝΟΧΡΗΣΤΩΝ ΧΩΡΩΝ Τ.Κ. ΔΙΧΩΡΙΟΥ Δ.Ε ΒΑΡΔΟΥΣΙΩΝ» και ορισμός μελών-εκπροσώπων του Δ. Δωρίδος στην κοινή Επιτροπή Παρακολούθησης,,,,,,,,https://diavgeia.gov.gr/doc/9ΒΞΟΟΡ10-798
proc:d83f3c1d7c2b,50200,2020,1,ΩΘΧ6ΟΡ10-ΤΝΚ,2020-01-09,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,ΕΛΕΓΧΟΣ ΝΟΜΙΜΟΤΗΤΑΣ ΤΗΣ ΑΡΙΘΜ. 176/2019 ΑΠΟΦΑΣΗΣ ΤΟΥ ΔΗΜΟΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ ΔΗΜΟΥ ΦΑΡΚΑΔΟΝΑΣ ΠΕΡΙ ΕΓΚΡΙΣΗΣ ΣΥΝΑΨΗΣ ΠΡΟΓΡΑΜΜΑΤΙΚΗΣ ΣΥΜΒΑΣΗΣ,,,,,,,,https://diavgeia.gov.gr/doc/ΩΘΧ6ΟΡ10-ΤΝΚ
proc:c3c87f9fb601,50200,2020,1,ΩΤΑΑΟΡ10-ΜΘ2,2020-01-09,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,«Έγκριση εξώδικου συμβιβασμού - δαπάνης που προκλήθηκε από τροχαίο ατύχημα».,,,,,,,,https://diavgeia.gov.gr/doc/ΩΤΑΑΟΡ10-ΜΘ2
proc:49fd37e5d440,50200,2020,1,Ψ053ΟΡ10-Ψ5Γ,2020-01-10,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,"Έλεγχος νομιμότητας της υπ’ αριθ. 2251/2019  απόφασης της Οικονομικής Επιτροπής της Περιφέρειας Θεσσαλίας με θέμα: «Έγκριση  πρακτικού (ΙΙΙ) ανοικτής διαδικασίας για τη σύναψη δημόσιας σύμβασης προμήθειας άνω των ορίων του Ν.4412/2016 με κριτήριο ανάθεσης την συμφερότερη προσφορά, βάσει βέλτιστης σχέσης Ποιότητας – Τιμής μέσω του ΕΣΗΔΗΣ της προμήθειας με τίτλο: “ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΦΩΤΙΣΤΙΚΩΝ ΣΩΜΑΤΩΝ ΟΔΟΦΩΤΙΣΜΟΥ ΜΕ ΝΕΑ ΤΥΠΟΥ LED ΣΤΟ ΟΔΙΚΟ ΔΙΚΤΥΟ ΠΕΡΙΦΕΡΕΙΑΣ ΘΕΣΣΑΛΙΑΣ”»",,,,,,,,https://diavgeia.gov.gr/doc/Ψ053ΟΡ10-Ψ5Γ
proc:7761ef4152b3,50200,2020,1,ΨΨΚ6ΟΡ10-06Ζ,2020-01-10,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,"«Νομιμοποίηση της 20/221/27-11-2019 απόφασης του Δημοτικού Συμβουλίου του Δήμου Δωρίδος με θέμα «Αποδοχή όρων για την λήψη επενδυτικού τοκοχρεολυτικού δανείου από το Ταμείο Παρακαταθηκών και Δανείων, από πόρους της Ευρωπαϊκής Τράπεζας Επενδύσεων (ΕΤΕπ) και πόρους του Τ.Π. & Δανείων, για την εκτέλεση του έργου: «Προμήθεια & εγκατάσταση φωτιστικών σωμάτων LED & λαμπτήρων τύπου LED εξοικονόμησης ενέργειας στο Δημοτικό φωτισμό του Δήμου Δωρίδος».",,,,,,,,https://diavgeia.gov.gr/doc/ΨΨΚ6ΟΡ10-06Ζ
proc:9fe9f1de2779,50200,2020,1,65ΟΚΟΡ10-720,2020-01-13,ΠΡΑΞΗ ΠΟΥ ΑΦΟΡΑ ΣΕ ΣΥΛΛΟΓΙΚΟ ΟΡΓΑΝΟ - ΕΠΙΤΡΟΠΗ - ΟΜΑΔΑ ΕΡΓΑΣΙΑΣ - ΟΜΑΔΑ ΕΡΓΟΥ - ΜΕΛΗ ΣΥΛΛΟΓΙΚΟΥ ΟΡΓΑΝΟΥ,"«Συγκρότηση επιτροπής προμηθειών, ανάθεσης εργασιών, μισθώσεων κ.λ.π. του Δασαρχείου Αλμυρού  για το έτος 2020»",,,,,,,,https://diavgeia.gov.gr/doc/65ΟΚΟΡ10-720
proc:d6e268e84d17,50200,2020,1,ΨΠΡΟΟΡ10-4ΦΔ,2020-01-13,ΠΡΑΞΗ ΠΟΥ ΑΦΟΡΑ ΣΕ ΣΥΛΛΟΓΙΚΟ ΟΡΓΑΝΟ - ΕΠΙΤΡΟΠΗ - ΟΜΑΔΑ ΕΡΓΑΣΙΑΣ - ΟΜΑΔΑ ΕΡΓΟΥ - ΜΕΛΗ ΣΥΛΛΟΓΙΚΟΥ ΟΡΓΑΝΟΥ,"«Συγκρότηση τριμελούς επιτροπής συντήρησης, επισκευής και προμήθειας ανταλλακτικών και καυσίμων των πάσης φύσεως κρατικών οχημάτων  του Δασαρχείου Αλμυρού για το έτος 2020",,,,,,,,https://diavgeia.gov.gr/doc/ΨΠΡΟΟΡ10-4ΦΔ
proc:cd194c57ce3f,50200,2020,1,ΨΦ05ΟΡ10-ΚΦ2,2020-01-13,ΠΡΑΞΗ ΠΟΥ ΑΦΟΡΑ ΣΕ ΣΥΛΛΟΓΙΚΟ ΟΡΓΑΝΟ - ΕΠΙΤΡΟΠΗ - ΟΜΑΔΑ ΕΡΓΑΣΙΑΣ - ΟΜΑΔΑ ΕΡΓΟΥ - ΜΕΛΗ ΣΥΛΛΟΓΙΚΟΥ ΟΡΓΑΝΟΥ,«Συγκρότηση Επιτροπής Ανάθεσης Μικροεργολαβιών και Παραλαβής των `Εργων αυτών του Δασαρχείου Αλμυρού για το έτος 2020»,,,,,,,,https://diavgeia.gov.gr/doc/ΨΦ05ΟΡ10-ΚΦ2
proc:c5306ded27e0,50200,2020,1,ΩΑΤ0ΟΡ10-3Ρ6,2020-01-13,ΠΕΡΙΛΗΨΗ ΔΙΑΚΗΡΥΞΗΣ,"ΔΙΑΚΗΡΥΞΗ ΣΥΝΟΠΤΙΚΟΥ ΔΙΑΓΩΝΙΣΜΟΥ
ΓΙΑ ΤΗΝ ΕΠΙΛΟΓΗ ΑΝΑΔΟΧΟΥ ΚΑΤΑΣΚΕΥΗΣ ΤΟΥ ΕΡΓΟΥ
«ΤΕΧΝΙΚΗ ΔΙΕΥΘΕΤΗΣΗ ΧΕΙΜΑΡΡΩΝ ΤΗΣ ΥΔΡΟΛΟΓΙΚΗΣ ΛΕΚΑΝΗΣ
23.27.08 ""ΣΥΓΚΡΟΤΗΜΑ ΥΠΟΛΕΚΑΝΩΝ ΝΔ ΚΛΙΤΥΩΝ ΚΑΝΔΗΛΙΟΥ
ΟΡΟΥΣ"" ΠΕΡΙΟΧΗΣ ΑΡΜΟΔΙΟΤΗΤΑΣ ΔΑΣΑΡΧΕΙΟΥ ΛΙΜΝΗΣ»
ΜΕ ΚΡΙΤΗΡΙΟ ΑΝΑΘΕΣΗΣ ΤΗΝ ΠΛΕΟΝ ΣΥΜΦΕΡΟΥΣΑ ΑΠΟ
ΟΙΚΟΝΟΜΙΚΗ ΑΠΟΨΗ ΠΡΟΣΦΟΡΑ ΜΕ ΒΑΣΗ ΤΗΝ ΤΙΜΗ",,,,,,,,https://diavgeia.gov.gr/doc/ΩΑΤ0ΟΡ10-3Ρ6
proc:28a14df1b620,50200,2020,1,6ΞΧΤΟΡ10-Ν6Ω,2020-01-14,ΠΡΑΞΗ ΠΟΥ ΑΦΟΡΑ ΣΕ ΣΥΛΛΟΓΙΚΟ ΟΡΓΑΝΟ - ΕΠΙΤΡΟΠΗ - ΟΜΑΔΑ ΕΡΓΑΣΙΑΣ - ΟΜΑΔΑ ΕΡΓΟΥ - ΜΕΛΗ ΣΥΛΛΟΓΙΚΟΥ ΟΡΓΑΝΟΥ,"«Συγκρότηση τριμελούς επιτροπής συντήρησης, επισκευής και προμήθειας ανταλλακτι-κών και καυσίμων των πάσης φύσεως κρατικών οχημάτων  του Δασαρχείου Σκοπέλου για το έτος 2020»",,,,,,,,https://diavgeia.gov.gr/doc/6ΞΧΤΟΡ10-Ν6Ω
proc:420353f870b5,50200,2020,1,9ΛΥΟΟΡ10-ΒΡΒ,2020-01-14,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,«Νομιμοποίηση της 343/2019 απόφασης του Δημοτικού Συμβουλίου του Δ. Δελφών με θέμα <<Λήψη απόφασης για  την έγκριση σχεδίου σύμβασης για την υλοποίηση του Υ/Ε 3 με τίτλο < Δίκτυα ΟΚΩ (ΔΕΗ)>της πράξης με τίτλο <Μονάδα Επεξεργασίας Στερεών Αποβλήτων (Εργοστάσιο κομποστοποίησης ) και Χώρου Υγειονομικής Ταφής Υπολειμμάτων(Χ.Υ.Τ.Υ.)  Ν.Φωκίδας –β’ φάση > (MIS 5001154) >>.,,,,,,,,https://diavgeia.gov.gr/doc/9ΛΥΟΟΡ10-ΒΡΒ
proc:5fba59637553,50200,2020,1,Ω3ΞΨΟΡ10-5Β8,2020-01-14,ΠΡΑΞΗ ΠΟΥ ΑΦΟΡΑ ΣΕ ΣΥΛΛΟΓΙΚΟ ΟΡΓΑΝΟ - ΕΠΙΤΡΟΠΗ - ΟΜΑΔΑ ΕΡΓΑΣΙΑΣ - ΟΜΑΔΑ ΕΡΓΟΥ - ΜΕΛΗ ΣΥΛΛΟΓΙΚΟΥ ΟΡΓΑΝΟΥ,"«Συγκρότηση επιτροπής προμηθειών, ανάθεσης εργασιών, μισθώσεων κ.λ.π. του Δασαρχείου Σκοπέλου  για το έτος 2020»",,,,,,,,https://diavgeia.gov.gr/doc/Ω3ΞΨΟΡ10-5Β8
proc:cbeb794944f9,50200,2020,1,Ψ0ΝΖΟΡ10-75Π,2020-01-15,ΣΥΜΒΑΣΗ,"ΠΑΡΟΧΗ ΤΕΧΝΙΚΩΝ ΚΑΙ ΛΟΙΠΩΝ ΣΥΝΑΦΩΝ ΕΠΙΣΤΗΜΟΝΙΚΩΝ ΥΠΗΡΕΣΙΩΝ ΓΙΑ ΤΗ ΣΥΝΤΑΞΗ ΤΗΣ 'ΜΕΛΕΤΗΣ ΑΠΟΚΑΤΑΣΤΑΣΗΣ ΖΗΜΙΩΝ ΣΤΟΥΣ ΔΑΣΙΚΟΥΣ ΔΡΟΜΟΥΣ ΤΟΥ ΔΗΜΟΣΙΟΥ ΔΑΣΟΥΣ ΛΙΜΝΗΣ, ΕΞΑΙΤΙΑΣ ΔΑΣΙΚΗΣ ΠΥΡΚΑΓΙΑΣ ΚΑΙ ΦΥΣΙΚΗΣ ΚΑΤΑΣΤΡΟΦΗΣ",,,,,,,,https://diavgeia.gov.gr/doc/Ψ0ΝΖΟΡ10-75Π
proc:79ffa77eadca,50200,2020,1,ΨΝΓ3ΟΡ10-ΑΦΔ,2020-01-15,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,"Συγκρότηση Επιτροπής συντήρησης, προμήθειας καυσίμων,ανταλλακτικών, λιπαντικών, ελαστικών κλπ. των  κρατικών οχημάτων της Δ/νσης Δασών Φωκίδας και των Δασαρχείων Άμφισσας και Λιδωρικίου.",,,,,,,,https://diavgeia.gov.gr/doc/ΨΝΓ3ΟΡ10-ΑΦΔ
