ada,contract_id,decision_type,amount,issue_date
Ψ3ΙΗΩΗ9-ΣΚΣ,contract:026182e2a34e,ΣΥΜΒΑΣΗ,17419.4,1577923200000
ΨΠΜΓΩΗ9-ΟΨΧ,contract:dd28c74030b5,ΣΥΜΒΑΣΗ,13548.4,1577923200000
ΩΩ6ΒΩΗ9-ΧΛ8,contract:e6df97dc6540,ΣΥΜΒΑΣΗ,13548.4,1577923200000
ΩΛΗ2ΩΗ9-ΗΝΞ,contract:3f8d7a098c0c,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,20000.0,2020-01-13
6Λ6ΜΩΗ9-5Σ8,contract:628c1beb750b,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,277.41,1578960000000
ΨΝΛΤΩΗ9-ΛΞΜ,contract:2489e88c9e14,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,43.4,1578960000000
9ΒΣΣΩΗ9-ΟΕΖ,contract:2489e88c9e14,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,43.4,1579046400000
ΩΧΔ2ΩΗ9-ΘΩΙ,contract:2489e88c9e14,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,43.4,1579046400000
61ΥΜΩΗ9-ΤΡ8,contract:2489e88c9e14,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,43.4,1580860800000
ΩΝΧΓΩΗ9-ΧΕΜ,contract:2489e88c9e14,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,43.4,1582761600000
63ΠΗΩΗ9-ΑΕΕ,contract:2489e88c9e14,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,43.4,1594598400000
Ω78ΥΩΗ9-Α37,contract:2489e88c9e14,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,43.4,1594598400000
ΩΛΛΣΩΗ9-4ΤΔ,contract:2489e88c9e14,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,43.4,1595980800000
Ψ3ΑΡΩΗ9-ΠΤ1,contract:2489e88c9e14,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,43.4,1602720000000
9ΨΔΕΩΗ9-Φ5Κ,contract:2489e88c9e14,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,43.4,1604448000000
