procurement_key,org,year,month,ada,issue_date,decision_type,subject,amount,amount_source,supplier_key,supplier_name,supplier_tax_id,signer,unit,url
proc:a033510a4a94,50304,2020,1,639ΧΟΡΓΦ-7Θ9,2020-01-02,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΚΤΕΛΕΣΗ ΠΡΟΜΗΘΕΙΑΣ ΕΙΔΩΝ ΠΡΟΣΤΑΣΙΑΣ ΕΡΓΑΖΟΜΕΝΩΝ,,,,,,,,https://diavgeia.gov.gr/doc/639ΧΟΡΓΦ-7Θ9
proc:610fb8debf1a,50304,2020,1,63ΒΖΟΡΓΦ-0ΘΘ,2020-01-02,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΠΡΟΜΗΘΕΙΑ ΗΛΕΚΤΡΙΚΟΥ ΡΕΥΜΑΤΟΣ,,,,,,,,https://diavgeia.gov.gr/doc/63ΒΖΟΡΓΦ-0ΘΘ
proc:476330417832,50304,2020,1,64ΠΠΟΡΓΦ-Υ12,2020-01-02,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΚΤΕΛΕΣΗ ΠΡΟΜΗΘΕΙΑΣ ΚΑΥΣΙΜΩΝ 2020,,,,,,,,https://diavgeia.gov.gr/doc/64ΠΠΟΡΓΦ-Υ12
proc:067cc5efc6e3,50304,2020,1,65ΚΥΟΡΓΦ-ΞΡΦ,2020-01-02,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΚΤΕΛΕΣΗ ΕΠΕΙΓΟΥΣΑΣ ΠΡΟΜΗΘΕΙΑΣ ΑΝΤΑΛΛΑΚΤΙΚΩΝ ΣΥΝΤΗΡΗΣΗΣ,,,,,,,,https://diavgeia.gov.gr/doc/65ΚΥΟΡΓΦ-ΞΡΦ
proc:2b92f7aed50f,50304,2020,1,6ΑΡΞΟΡΓΦ-ΝΩΞ,2020-01-02,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΚΤΕΛΕΣΗ ΠΡΟΜΗΘΕΙΑΣ ΚΑΙ ΕΓΚΑΤΑΣΤΑΣΗΣ ΕΞΟΠΛΙΣΜΟΥ ΣΤΗΝ ΕΕΛ ΛΑΜΙΑΣ,,,,,,,,https://diavgeia.gov.gr/doc/6ΑΡΞΟΡΓΦ-ΝΩΞ
proc:da808788cb4e,50304,2020,1,6Β74ΟΡΓΦ-ΕΥ7,2020-01-02,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΚΤΕΛΕΣΗ ΕΠΕΙΓΟΥΣΑΣ ΠΡΟΜΗΘΕΙΑΣ ΦΑΚΕΛΩΝ ΛΟΓΑΡΙΑΣΜΩΝ,,,,,,,,https://diavgeia.gov.gr/doc/6Β74ΟΡΓΦ-ΕΥ7
proc:7172bb77595a,50304,2020,1,6Ε9ΑΟΡΓΦ-ΥΑΘ,2020-01-02,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΚΤΕΛΕΣΗ ΠΡΟΜΗΘΕΙΑΣ ΥΛΙΚΩΝ ΚΑΘΑΡΙΟΤΗΤΑΣ,,,,,,,,https://diavgeia.gov.gr/doc/6Ε9ΑΟΡΓΦ-ΥΑΘ
proc:3f41eff58b12,50304,2020,1,6ΙΜΑΟΡΓΦ-Ψ3Ρ,2020-01-02,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΚΤΕΛΕΣΗ ΠΡΟΜΗΘΕΙΑΣ ΧΗΜΙΚΩΝ ΑΝΤΙΔΡΑΣΤΗΡΙΩΝ,,,,,,,,https://diavgeia.gov.gr/doc/6ΙΜΑΟΡΓΦ-Ψ3Ρ
proc:65fce0ca42c1,50304,2020,1,6ΜΞΟΟΡΓΦ-ΝΣΩ,2020-01-02,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΚΤΕΛΕΣΗ ΠΡΟΜΗΘΕΙΑΣ ΓΕΩΡΓΙΚΟΥ ΕΛΚΥΣΤΗΡΑ,,,,,,,,https://diavgeia.gov.gr/doc/6ΜΞΟΟΡΓΦ-ΝΣΩ
proc:02cb510b713a,50304,2020,1,6ΤΡΡΟΡΓΦ-ΗΒΙ,2020-01-02,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΚΤΕΛΕΣΗ ΠΡΟΜΗΘΕΙΑΣ:ΜΕΛΑΝΙΑ ΓΝΗΣΙΑ-ΜΕΛΑΝΙΑ ΑΝΑΓΟΜΩΜΕΝΑ-ΓΡΑΦΙΚΗ ΥΛΗ-ΞΗΡΟΓΡΑΦΙΚΟ ΧΑΡΤΙ-ΦΑΚΕΛΟΙ-ΛΟΓΑΡΙΑΣΜΟΙ-ΕΝΤΥΠΑ,,,,,,,,https://diavgeia.gov.gr/doc/6ΤΡΡΟΡΓΦ-ΗΒΙ
proc:83ddd57acc59,50304,2020,1,6ΦΨΠΟΡΓΦ-ΘΝΡ,2020-01-02,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΚΤΕΛΕΣΗ ΠΡΟΜΗΘΕΙΑΣ ΑΝΤΙΔΡΑΣΤΗΡΙΩΝ ΚΑΙ ΠΡΟΤΥΠΩΝ ΔΙΑΛΥΜΑΤΩΝ ΧΗΜΕΙΟΥ (ΓΙΑ TOC KAI AAS),,,,,,,,https://diavgeia.gov.gr/doc/6ΦΨΠΟΡΓΦ-ΘΝΡ
proc:dde4340fe2eb,50304,2020,1,6ΨΖΥΟΡΓΦ-Β56,2020-01-02,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΚΤΕΛΕΣΗ ΠΡΟΜΗΘΕΙΑΣ ΟΡΕΙΧΑΛΚΙΝΩΝ-ΓΑΛΒΑΝΙΣΜΕΝΩΝ ΚΑΙ ΑΝΟΞΕΙΔΩΤΩΝ ΕΞΑΡΤΗΜΑΤΩΝ,,,,,,,,https://diavgeia.gov.gr/doc/6ΨΖΥΟΡΓΦ-Β56
proc:c9b9b33a428d,50304,2020,1,6ΩΞΖΟΡΓΦ-ΡΤ0,2020-01-02,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΚΤΕΛΕΣΗ ΠΡΟΜΗΘΕΙΑΣ ΟΙΚΟΔΟΜΙΚΩΝ ΥΛΙΚΩΝ,,,,,,,,https://diavgeia.gov.gr/doc/6ΩΞΖΟΡΓΦ-ΡΤ0
proc:8e6408633586,50304,2020,1,9ΔΤΙΟΡΓΦ-ΙΑΖ,2020-01-02,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΚΤΕΛΕΣΗ ΠΡΟΜΗΘΕΙΑΣ ΠΟΛΥΗΛΕΚΤΡΟΛΥΤΗ,,,,,,,,https://diavgeia.gov.gr/doc/9ΔΤΙΟΡΓΦ-ΙΑΖ
proc:1a72d2254bd9,50304,2020,1,9ΙΨΖΟΡΓΦ-ΕΜ4,2020-01-02,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΚΤΕΛΕΣΗ ΠΡΟΜΗΘΕΙΑΣ ΚΑΥΣΙΜΩΝ,,,,,,,,https://diavgeia.gov.gr/doc/9ΙΨΖΟΡΓΦ-ΕΜ4
proc:1ea64253de83,50304,2020,1,9ΚΙ5ΟΡΓΦ-37Θ,2020-01-02,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΚΤΕΛΕΣΗ ΠΡΟΜΗΘΕΙΑΣ ΥΠΟΧΛΩΡΙΩΔΟΥΣ ΝΑΤΡΙΟΥ,,,,,,,,https://diavgeia.gov.gr/doc/9ΚΙ5ΟΡΓΦ-37Θ
proc:a67303d02943,50304,2020,1,9ΠΥΟΟΡΓΦ-89Β,2020-01-02,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΚΤΕΛΕΣΗ ΠΡΟΜΗΘΕΙΑΣ ΜΠΕΤΑ-ΑΣΦΑΛΤΙΚΑ,,,,,,,,https://diavgeia.gov.gr/doc/9ΠΥΟΟΡΓΦ-89Β
proc:04e25b12e26d,50304,2020,1,9Ω4ΜΟΡΓΦ-8ΘΩ,2020-01-02,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΚΤΕΛΕΣΗ ΠΡΟΜΗΘΕΙΑΣ ΧΗΜΙΚΩΝ ΕΠΕΞΕΡΓΑΣΙΑΣ ΝΕΡΟΥ ΔΗΜΟΤΙΚΟΥ ΚΟΛΥΜΒΗΤΗΡΙΟΥ,,,,,,,,https://diavgeia.gov.gr/doc/9Ω4ΜΟΡΓΦ-8ΘΩ
