procurement_key,org,year,month,ada,issue_date,decision_type,subject,amount,amount_source,supplier_key,supplier_name,supplier_tax_id,signer,unit,url
proc:a087dcdf2d3f,6202,2020,1,66ΠΤΩΚ1-ΞΡΓ,2020-01-02,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,ΣΥΝΤΗΡΗΣΗ ΚΑΙ ΕΠΙΣΚΕΥΗ ΛΟΙΠΩΝ ΜΟΝΙΜΩΝ ΕΓΚΑΤΑΣΤΑΣΕΩΝ ΠΛΗΝ ΚΤΙΡΙΩΝ ΕΡΓΩΝ (ΕΡΓΑΣΙΑ ΓΙΑ ΤΟ ΚΑΘΑΡΙΣΜΟ ΤΟΥ ΧΩΡΟΥ ΑΝΕΞΕΛΕΓΚΤΗΣ ΕΝΑΠΟΘΕΣΗΣ ΑΠΟΡΡΙΜΜΑΤΩΝ ΣΤΗ ΘΕΣΗ ΕΓΚΑΤΑΛΕΙΜΕΝΟ ΕΡΓΟΣΤΑΣΙΟ ΑΓΡΕΞ),,,,,,,,https://diavgeia.gov.gr/doc/66ΠΤΩΚ1-ΞΡΓ
proc:30e75d89140b,6202,2020,1,6Η17ΩΚ1-2ΞΖ,2020-01-02,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,προμήθεια ειδών δώρων των παιδιών των Παιδικών Σταθμών δαπάνες  (Δώρα για τις Χριστουγεννιάτικες Γιορτές ),,,,,,,,https://diavgeia.gov.gr/doc/6Η17ΩΚ1-2ΞΖ
proc:0909a0ee84bc,6202,2020,1,6ΗΧ6ΩΚ1-ΤΔΧ,2020-01-02,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,δαπάνες δεξιώσεων εθνικών ή τοπικών εορτών (ΠΡΟΜΗΘΕΙΑ ΓΙΑ ΤΑ ΧΡΙΣΤΟΥΓΕΝΝΑ 17 ΕΛΑΤΩΝ ),,,,,,,,https://diavgeia.gov.gr/doc/6ΗΧ6ΩΚ1-ΤΔΧ
proc:6669fec076c6,6202,2020,1,6ΚΝΓΩΚ1-ΣΧ6,2020-01-02,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,προμήθεια ειδών δώρων των παιδιών των Παιδικών Σταθμών δαπάνες  (Δώρα για τις Χριστουγεννιάτικες Γιορτές ),,,,,,,,https://diavgeia.gov.gr/doc/6ΚΝΓΩΚ1-ΣΧ6
proc:b88a338dc5cb,6202,2020,1,6ΛΖΓΩΚ1-7ΦΗ,2020-01-02,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,"ΓΙΑ ΠΡΟΜΗΘΕΙΑ ΧΡΩΜΑΤΩΝ ΜΙΚΡΟΕΡΓΑΛΕΙΩΝ ΚΑΙ ΛΟΙΠΩΝ ΑΝΑΛΩΣΙΜΩΝ ΓΙΑ ΣΥΝΤΗΡΗΣΗ ΥΠΟΔΟΜΩΝ ΤΟΥ ΔΗΜΟΥ(ΠΛΑΣΤΙΚΟ ΧΡΩΜΑ,ΑΚΡΥΛΙΚΟ ΧΡΩΜΑ,ΜΟΝΩΤΙΚΟ ΤΑΡΑΤΣΩΝ Κ.Λ.Π.)",,,,,,,,https://diavgeia.gov.gr/doc/6ΛΖΓΩΚ1-7ΦΗ
proc:2567f91e7aa1,6202,2020,1,ΨΜΠ3ΩΚ1-ΠΚΠ,2020-01-02,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,ΓΙΑ ΔΑΠΑΝΕΣ ΔΕΞΙΩΣΕΩΝ ΚΑΙ ΕΘΝΙΚΩΝ Η ΤΟΠΙΚΩΝ ΕΟΡΤΩΝ (3 ΞΥΛΙΝΑ ΣΠΙΤΑΚΙΑ ΓΙΑ ΤΑ ΧΡΙΣΤΟΥΓΕΝΝΑ ΓΙΑ ΤΙΣ ΔΕ ΤΟΥ ΔΗΜΟΥ),,,,,,,,https://diavgeia.gov.gr/doc/ΨΜΠ3ΩΚ1-ΠΚΠ
proc:d69c6dcc3ab8,6202,2020,1,ΨΟ6ΓΩΚ1-Δ7Ι,2020-01-02,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,ΓΙΑ ΔΑΠΑΝΕΣ ΔΕΞΙΩΣΕΩΝ ΚΑΙ ΕΘΝΙΚΩΝ Η ΤΟΠΙΚΩΝ ΕΟΡΤΩΝ (3 ΞΥΛΙΝΑ ΣΠΙΤΑΚΙΑ ΓΙΑ ΤΑ ΧΡΙΣΤΟΥΓΕΝΝΑ ΓΙΑ ΤΙΣ ΔΕ ΤΟΥ ΔΗΜΟΥ),,,,,,,,https://diavgeia.gov.gr/doc/ΨΟ6ΓΩΚ1-Δ7Ι
proc:1aebc0a8c86d,6202,2020,1,ΨΧΩ6ΩΚ1-4ΟΚ,2020-01-02,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,για έξοδα ενημέρωσης και προβολής δραστηριοτήτων του Δήμου,,,,,,,,https://diavgeia.gov.gr/doc/ΨΧΩ6ΩΚ1-4ΟΚ
proc:76965c21f6d5,6202,2020,1,ΩΝΔΗΩΚ1-ΚΒ3,2020-01-02,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,ΣΥΝΤΗΡΗΣΗ ΚΑΙ ΕΠΙΣΚΕΥΗ ΛΟΙΠΩΝ ΜΟΝΙΜΩΝ ΕΓΚΑΤΑΣΤΑΣΕΩΝ ΠΛΗΝ ΚΤΙΡΙΩΝ ΕΡΓΩΝ (ΕΡΓΑΣΙΑ ΓΙΑ ΤΟ ΚΑΘΑΡΙΣΜΟ ΤΟΥ ΧΩΡΟΥ ΑΝΕΞΕΛΕΓΚΤΗΣ ΕΝΑΠΟΘΕΣΗΣ ΑΠΟΡΡΙΜΜΑΤΩΝ ΣΤΗ ΘΕΣΗ ΕΓΚΑΤΑΛΕΙΜΕΝΟ ΕΡΓΟΣΤΑΣΙΟ ΑΓΡΕΞ),,,,,,,,https://diavgeia.gov.gr/doc/ΩΝΔΗΩΚ1-ΚΒ3
proc:3e5cb6193d28,6202,2020,1,68Ν2ΩΚ1-ΡΑΙ,2020-01-03,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,ΓΙΑ ΣΥΝΤΗΡΗΣΗ ΚΑΙ ΕΠΙΣΚΕΥΗ ΚΑΥΣΤΗΡΩΝ,,,,,,,,https://diavgeia.gov.gr/doc/68Ν2ΩΚ1-ΡΑΙ
