procurement_key,org,year,month,ada,issue_date,decision_type,subject,amount,amount_source,supplier_key,supplier_name,supplier_tax_id,signer,unit,url
proc:d8fc96edf8fa,51546,2020,2,61Κ6ΟΕΘ4-ΣΧΙ,2020-02-03,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,ΑΠΟΦΑΣΗ ΓΕΝΙΚΗΣ ΔΙΕΥΘΥΝΤΡΙΑΣ-ΕΓΑΣΙΕΣ ΓΙΑ ΤΗΝ ΕΠΙΣΚΕΥΗ ΤΟΥ ΕΠΙΒΑΤΙΚΟΥ (PEUGEOT) ΜΕ ΑΡΙΘΜΟ ΚΥΚΛΟΦΟΡΙΑΣ ΤΚΖ-9828,,,,,,,,https://diavgeia.gov.gr/doc/61Κ6ΟΕΘ4-ΣΧΙ
proc:c9caa3685096,51546,2020,2,67ΘΣΟΕΘ4-ΗΛΠ,2020-02-03,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,ΑΠΟΦΑΣΗ ΓΕΝΙΚΗΣ ΔΙΕΥΘΥΝΤΡΙΑΣ- ΤΩΝ ΠΡΑΚΤΙΚΩΝ ΤΟΥ Δ.Σ. 2019,,,,,,,,https://diavgeia.gov.gr/doc/67ΘΣΟΕΘ4-ΗΛΠ
proc:1ea0024aea7c,51546,2020,2,6Α6ΖΟΕΘ4-ΘΦΔ,2020-02-03,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,"ΑΠΟΦΑΣΗ ΓΕΝΙΚΗΣ ΔΙΕΥΘΥΝΤΡΙΑΣ-ΠΡΟΜΗΘΕΙΑ ΑΝΤΑΛΛΑΚΤΙΚΩΝ(ΣΕΤ ΑΝΤΙΟΛΙΣΘΗΤΙΚΕΣ ΑΛΥΣΙΔΕΣ)ΤΟΥ ΦΟΡΤΗΓΟΥ (OPEL COMBO) ΜΕ ΑΡΙΘΜΟ ΚΥΚΛΟΦΟΡΙΑΣ ΤΚΤ 6996,(ΣΕΤ ΤΑΠΗΤΕΣ) ΓΙΑ ΤΑ ΟΧΗΜΑΤΑ/ΦΟΡΤΗΓΑ(NISSAN QASQHAI,NISSAN NAVARA)ΜΕ ΑΡΙΘΜΟΥΣ ΚΥΚΛΟΦΟΡΙΑΣ ΤΚΤ 9432 & ΤΚΤ 9598,ΤΚΤ 9601 ΚΑΙ (ΚΩΝΟΥΣ ΠΟΡΤΟΚΑΛΙ)ΓΙΑ ΤΟ ΑΜΑΞΟΣΤΑΣΙΟ ΤΗΣ ΔΕΥΑΤ.",,,,,,,,https://diavgeia.gov.gr/doc/6Α6ΖΟΕΘ4-ΘΦΔ
proc:7dc4c987ff06,51546,2020,2,6Λ3ΖΟΕΘ4-ΞΘΕ,2020-02-03,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,ΑΠΟΦΑΣΗ ΓΕΝΙΚΗΣ ΔΙΕΥΘΥΝΤΡΙΑΣ-ΠΡΟΜΗΘΕΙΑ ΑΝΤΑΛΛΑΚΤΙΚΩΝ ΓΙΑ ΤΗΝ ΕΠΙΣΚΕΥΗ ΤΩΝ ΒΥΤΙΟΦΟΡΩΝ ΜΕ ΑΡΙΘΜΟ ΚΥΚΛΟΦΟΡΙΑΣ ΜΕ-74302 & ΚΗΥ-3185,,,,,,,,https://diavgeia.gov.gr/doc/6Λ3ΖΟΕΘ4-ΞΘΕ
proc:128106c0043c,51546,2020,2,Ψ047ΟΕΘ4-ΠΚΛ,2020-02-03,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,ΑΠΟΦΑΣΗ ΓΕΝΙΚΗΣ ΔΙΕΥΘΥΝΤΡΙΑΣ-ΣΥΝΤΗΡΗΣΗ ΤΟΥ ΕΚΣΚΑΦΕΑ-ΦΟΡΤΩΤΗ ΜΕ ΑΡΙΘΜΟ ΚΥΚΛΟΦΟΡΙΑΣ ΜΕ-96598 ΚΑΙ ΤΟΥ ΕΠΙΒΑΤΙΚΟΎ ΜΕ ΑΡΙΘΜΟ ΚΥΚΛΟΦΟΡΙΑΣ ΤΚΝ-5816,,,,,,,,https://diavgeia.gov.gr/doc/Ψ047ΟΕΘ4-ΠΚΛ
proc:d58a74556f59,51546,2020,2,ΨΨ15ΟΕΘ4-ΥΥΣ,2020-02-03,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,ΑΠΟΦΑΣΗ ΓΕΝΙΚΗΣ ΔΙΕΥΘΥΝΤΡΙΑΣ-ΠΡΟΜΗΘΕΙΑ ΒΑΛΒΙΔΑΣ ΑΝΤΕΠΙΣΤΡΟΦΗΣ ΤΥΠΟΥ ΚΛΑΠΕ ΕΛΑΣΤΙΚΗΣ ΕΜΦΡΑΞΗΣ,,,,,,,,https://diavgeia.gov.gr/doc/ΨΨ15ΟΕΘ4-ΥΥΣ
proc:77658633cd2b,51546,2020,2,ΩΖΩ5ΟΕΘ4-ΚΔΡ,2020-02-03,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,ΑΠΟΦΑΣΗ ΓΕΝΙΚΗΣ ΔΙΕΥΘΥΝΤΡΙΑΣ-ΠΡΟΜΗΘΕΙΑ ΑΝΤΛΙΑΣ ΓΙΑ ΤΟ ΔΙΚΤΥΟ ΥΔΡΕΥΣΗΣ,,,,,,,,https://diavgeia.gov.gr/doc/ΩΖΩ5ΟΕΘ4-ΚΔΡ
proc:b048b7568995,51546,2020,2,64ΥΕΟΕΘ4-0Τ9,2020-02-04,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,"ΑΠΟΦΑΣΗ ΓΕΝΙΚΗΣ ΔΙΕΥΘΥΝΤΡΙΑΣ-Προμήθεια ανταλλακτικών(γλίστρα πάνω –κάτω, προσθήκες μεταλλικές) του μηχανήματος  έργου (JCB 3CX) με αριθμό κυκλοφορίας ΜΕ 96598.",,,,,,,,https://diavgeia.gov.gr/doc/64ΥΕΟΕΘ4-0Τ9
proc:9b398ec6bb5f,51546,2020,2,ΨΑΩΡΟΕΘ4-6Ν2,2020-02-04,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,ΑΠΟΦΑΣΗ ΓΕΝΙΚΗΣ ΔΙΕΥΘΥΝΤΡΙΑΣ-ΠΡΟΜΗΘΕΙΑ ΑΝΤΑΛΛΑΚΤΙΚΩΝ ΓΙΑ ΤΗΝ ΕΠΙΣΚΕΥΗ ΤΟΥ ΕΠΙΒΑΤΙΚΟΥ (PEUGEOT) ΜΕ ΑΡΙΘΜΟ ΚΥΚΛΟΦΟΡΙΑΣ ΤΚΖ-9828,,,,,,,,https://diavgeia.gov.gr/doc/ΨΑΩΡΟΕΘ4-6Ν2
proc:8798afb1c6c0,51546,2020,2,ΩΒΧΣΟΕΘ4-ΧΤ8,2020-02-04,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,"ΑΠΟΦΑΣΗ ΓΕΝΙΚΗΣ ΔΙΕΥΘΥΝΤΡΙΑΣ-ΠΡΟΜΗΘΕΙΑ ΚΑΙ ΕΠΙΣΚΕΥΗ ΕΛΑΣΤΙΚΩΝ ΓΙΑ ΤΑ ΦΟΡΤΗΓΑ ΜΕ ΑΡΙΘΜΟ ΚΥΚΛΟΦΟΡΙΑΣ ΤΚΤ-6996,ΤΚΖ-9776,ΤΚΜ-2907,ΤΚΤ-6996 ΚΑΙ ΓΙΑ ΤΟ ΕΠΙΒΑΤΙΚΟ ΜΕ ΑΡΙΘΜΟ ΚΥΚΛΟΦΟΡΙΑΣ ΤΚΖ-9828",,,,,,,,https://diavgeia.gov.gr/doc/ΩΒΧΣΟΕΘ4-ΧΤ8
