procurement_key,org,year,month,ada,issue_date,decision_type,subject,amount,amount_source,supplier_key,supplier_name,supplier_tax_id,signer,unit,url
proc:e638348f9c89,50449,2020,1,ΨΥ9ΜΟΡΥΑ-ΤΘΝ,1577923200000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΔΕΣΜΕΥΣΗ ΠΙΣΤΩΣΗΣ ΓΙΑ ΤΗΝ ΑΣΦΑΛΙΣΗ ΤΩΝ ΟΧΗΜΑΤΩΝ ΔΕΥΑΚ ΕΤΟΥΣ 2020,8021.98,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/ΨΥ9ΜΟΡΥΑ-ΤΘΝ
proc:f16073562d00,50449,2020,1,ΩΧΠΗΟΡΥΑ-ΚΔ6,1577923200000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΠΡΟΜΗΘΕΙΑ ΠΕΤΡΕΛΑΙΟΥ ΘΕΡΜΑΝΣΗΣ ΓΙΑ ΚΑΛΥΨΗ ΛΕΙΤΟΥΡΓΙΚΩΝ ΑΝΑΓΚΩΝ ΤΗΣ ΕΓΚΑΤΑΣΤΑΣΗΣ Τ/Θ ΚΟΖΑΝΗΣ,160000.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/ΩΧΠΗΟΡΥΑ-ΚΔ6
proc:10f65744dd94,50449,2020,1,6ΑΤΥΟΡΥΑ-ΤΓΠ,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,Ν.Π.Δ.Δ & ΔΗΜΟΣΙΕΣ ΥΠΗΡΕΣΙΕΣ,2200000.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/6ΑΤΥΟΡΥΑ-ΤΓΠ
proc:bde60b1bcaa0,50449,2020,1,6Ζ8ΟΟΡΥΑ-Κ6Ν,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΠΡΟΜΗΘΕΙΑ ΕΞΥΠΗΡΕΤΗΤΩΝ ΔΙΚΤΥΟΥ (SERVERS),9000.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/6Ζ8ΟΟΡΥΑ-Κ6Ν
proc:83aac81eae65,50449,2020,1,6ΠΑΗΟΡΥΑ-ΞΩΚ,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΝΟΙΚΙΑ ΚΤΙΡΙΩΝ (ΑΠΟΘΗΚΕΣ ΔΕΥΑΚ),20845.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/6ΠΑΗΟΡΥΑ-ΞΩΚ
proc:a4164539df48,50449,2020,1,9ΡΞΑΟΡΥΑ-ΠΥ2,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΠΡΟΜΗΘΕΥΤΕΣ ΠΡΟΗΓΟΥΜΕΝΗΣ ΧΡΗΣΗΣ,1300000.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/9ΡΞΑΟΡΥΑ-ΠΥ2
proc:de96d45dad26,50449,2020,1,Ψ4ΝΠΟΡΥΑ-Α9Β,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΝΟΙΚΙΑ ΚΤΙΡΙΩΝ (ΓΡΑΦΕΙΩΝ ΔΕΥΑΚ),44280.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/Ψ4ΝΠΟΡΥΑ-Α9Β
proc:9cd9ac00f0d7,50449,2020,1,Ψ5Γ3ΟΡΥΑ-Ε1Θ,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΔΕΣΜΕΥΣΗ ΠΙΣΤΩΣΗΣ ΓΙΑ ΠΡΟΜΗΘΕΙΑ ΜΠΑΤΑΡΙΩΝ ΛΙΘΙΟΥ R20D(B),35700.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/Ψ5Γ3ΟΡΥΑ-Ε1Θ
proc:19920791b499,50449,2020,1,Ψ8ΟΥΟΡΥΑ-ΔΥΖ,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΠΙΜΟΡΦΩΣΗ ΠΡΟΣΩΠΙΚΟΥ,25000.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/Ψ8ΟΥΟΡΥΑ-ΔΥΖ
proc:af131f5e7a70,50449,2020,1,ΨΔΞΔΟΡΥΑ-ΦΦ7,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΜΙΣΘΩΣΗ ΘΕΣΕΩΝ ΣΤΑΘΜΕΥΣΗΣ ΑΥΤ/ΤΩΝ,72520.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/ΨΔΞΔΟΡΥΑ-ΦΦ7
proc:ca7705876743,50449,2020,1,ΨΕΞ2ΟΡΥΑ-2ΟΜ,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΞΟΔΑ ΕΚΤΟΣ ΕΔΡΑΣ,21500.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/ΨΕΞ2ΟΡΥΑ-2ΟΜ
proc:e62ed726225f,50449,2020,1,ΨΜΛ5ΟΡΥΑ-ΩΘΠ,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΥΠΗΡΕΣΙΕΣ ΥΠΟΣΤΗΡΙΞΗΣ ΛΟΓΙΣΜΙΚΟΥ,13300.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/ΨΜΛ5ΟΡΥΑ-ΩΘΠ
proc:5586573a00c6,50449,2020,1,ΨΜΛΧΟΡΥΑ-ΞΗ5,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΝΟΙΚΙΑ ΕΔΑΦΙΚΩΝ ΕΚΤΑΣΕΩΝ (ΑΓΡΟΤΕΜΑΧΙΩΝ),5200.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/ΨΜΛΧΟΡΥΑ-ΞΗ5
proc:cb088301247f,50449,2020,1,Ω5Λ7ΟΡΥΑ-ΓΑ8,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΣΥΝΔΡΟΜΗ ΜΕΛΟΥΣ ΣΤΗΝ EUROHEAT & POWER ΕΤΟΥΣ 2020,2232.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/Ω5Λ7ΟΡΥΑ-ΓΑ8
proc:3800f78bfda5,50449,2020,1,665ΛΟΡΥΑ-2Ρ8,1578355200000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΔΕΣΜΕΥΣΗ ΠΙΣΤΩΣΗΣ ΔΑΠΑΝΗΣ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ,80000.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/665ΛΟΡΥΑ-2Ρ8
proc:1dab02c34188,50449,2020,1,66Ω4ΟΡΥΑ-Θ0Π,1578355200000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΔΕΣΜΕΥΣΗΣ ΠΙΣΤΩΣΗΣ ΠΡΟΜΗΘΕΙΑΣ ΠΟΛΥΗΛΕΚΤΡΟΛΥΤΗ,31800.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/66Ω4ΟΡΥΑ-Θ0Π
proc:9869e0df4fba,50449,2020,1,619ΞΟΡΥΑ-ΡΘ2,1578441600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΝΤΑΛΛΑΚΤΙΚΑ ΜΗΧΑΝΩΝ & ΜΕΡΗ ΤΟΥΣ ΜΗΧΑΝΗΜΑΤΩΝ ΕΡΓΩΝ 2020,10000.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/619ΞΟΡΥΑ-ΡΘ2
proc:59e4d010f7a4,50449,2020,1,68ΡΛΟΡΥΑ-ΟΓΜ,1578441600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΜΗΧΑΝΟΛΟΓΙΚΑ ΑΝΤΑΛ/ΚΑ ΕΚΤΟΣ ΑΠΟ ΚΙΝΗΤΗΡΕΣ & ΜΕΡΗ ΤΟΥΣ ΜΕΤΑΦΟΡΙΚΩΝ ΜΕΣΩΝ 2020,18000.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/68ΡΛΟΡΥΑ-ΟΓΜ
proc:823474e62472,50449,2020,1,6ΓΕ1ΟΡΥΑ-ΛΤ1,1578441600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΛΑΣΤΙΚΑ ΜΕΤΑΦΟΡΙΚΩΝ ΜΕΣΩΝ,10000.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/6ΓΕ1ΟΡΥΑ-ΛΤ1
proc:93dbc8b54b30,50449,2020,1,6Ν3ΗΟΡΥΑ-Ξ6Θ,1578441600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΣΥΝΔΡΟΜΗ ΠΑΡΟΧΗΣ GPRS & ΣΥΝΤΗΡΗΣΗ ΛΟΓΙΣΜΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ ΔΙΑΧΕΙΡΙΣΗΣ ΟΧΗΜΑΤΩΝ 2020,2900.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/6Ν3ΗΟΡΥΑ-Ξ6Θ
proc:15aa32c1d40a,50449,2020,1,6Π7ΙΟΡΥΑ-73Σ,1578441600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΔΕΣΜΕΥΣΗ ΠΙΣΤΩΣΗΣ ΓΙΑ ΤΗΝ ΥΠΗΡΕΣΙΑ ΓΙΑΤΡΟΥ ΕΡΓΑΣΙΑΣ ΕΤΟΥΣ 2020,4800.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/6Π7ΙΟΡΥΑ-73Σ
proc:c2b2f0319d00,50449,2020,1,6ΧΣ3ΟΡΥΑ-ΜΙ7,1578441600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΛΑΣΤΙΚΑ ΜΗΧΑΝΗΜΑΤΩΝ ΕΡΓΩΝ 2020,9000.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/6ΧΣ3ΟΡΥΑ-ΜΙ7
proc:39e7d45280d7,50449,2020,1,Ψ230ΟΡΥΑ-95Ε,1578441600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΠΙΣΚΕΥΗ SOFT STARTER,2976.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/Ψ230ΟΡΥΑ-95Ε
proc:26dc186d9e18,50449,2020,1,Ψ69ΥΟΡΥΑ-9ΝΣ,1578441600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΜΗΧΑΝΟΛΟΓΙΚΑ ΑΝΤΑΛ/ΚΑ ΕΚΤΟΣ ΑΠΟ ΚΙΝΗΤΗΡΕΣ & ΜΕΡΗ ΤΟΥΣ ΜΗΧΑΝΗΜΑΤΩΝ ΕΡΓΩΝ 2020,26000.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/Ψ69ΥΟΡΥΑ-9ΝΣ
proc:212d532396ce,50449,2020,1,ΨΗΩΡΟΡΥΑ-ΑΟ4,1578441600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΥΠΗΡΕΣΙΕΣ ΕΠΙΘΕΩΡΗΣΗΣ ΜΗΧΑΝΗΜΑΤΩΝ 2020,5000.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/ΨΗΩΡΟΡΥΑ-ΑΟ4
proc:8a0092220642,50449,2020,1,Ω2ΔΡΟΡΥΑ-ΓΙΗ,1578441600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΔΕΣΜΕΥΣΗ ΠΙΣΤΩΣΗΣ ΥΠΗΡΕΣΙΑΣ ΚΑΘΑΡΙΟΤΗΤΑΣ ΚΤΙΡΙΩΝ ΔΕΥΑΚ,16800.0,detail:extraFieldValues.amountWithVAT.amount,tax:090116804,,090116804,111339,80903,https://diavgeia.gov.gr/doc/Ω2ΔΡΟΡΥΑ-ΓΙΗ
proc:3f87c3d050ce,50449,2020,1,Ω678ΟΡΥΑ-ΖΦ5,1578441600000,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,"ΣΥΜΒΑΣΗ (Σ1/2020)
ΑΝΑΘΕΣΗ ΠΑΡΟΧΗΣ ΥΠΗΡΕΣΙΑΣ ΚΑΘΑΡΙΟΤΗΤΑΣ ΤΩΝ ΚΤΙΡΙΑΚΩΝ ΕΓΚΑΤΑΣΤΑΣΕΩΝ ΤΗΣ ΔΕΥΑΚ",16800.0,detail:extraFieldValues.awardAmount.amount,tax:123526267,,123526267,100052091,80902,https://diavgeia.gov.gr/doc/Ω678ΟΡΥΑ-ΖΦ5
