procurement_key,org,year,month,ada,issue_date,decision_type,subject,amount,amount_source,supplier_key,supplier_name,supplier_tax_id,signer,unit,url
proc:572121885bf9,6289,2020,1,ΨΙΚΑΩ1Ζ-6Ο3,2020-01-21,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,Α/ΘΜΙΑ:ΠΡΟΜΗΘΕΙΑ ΚΑΙ ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ Μ.Α.Π ΓΙΑ ΤΙΣ ΚΑΘΑΡΙΣΤΡΙΕΣ ΤΩΝ ΣΧΟΛΙΚΩΝ ΜΟΝΑΔΩΝ ΜΕ ΣΥΜΒΑΣΗ ΜΙΣΘΩΣΗΣ ΕΡΓΟΥ,,,,,,,,https://diavgeia.gov.gr/doc/ΨΙΚΑΩ1Ζ-6Ο3
proc:debea2df6ae5,6289,2020,1,ΩΝΩΧΩ1Ζ-ΠΔ5,2020-01-28,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,Α-ΘΜΙΑ:ΠΡΟΜΗΘΕΙΑ  ΚΑΙ ΕΓΚΡΙΣΗ  ΔΑΠΑΝΗΣ ΓΑΛΑΚΤΟΣ ΓΙΑ ΤΙΣ ΚΑΘΑΡΙΣΤΡΙΕΣ ΤΩΝ ΣΧΟΛΙΚΩΝ ΜΟΝΑΔΩΝ ΜΕ ΣΥΜΒΑΣΗ ΜΙΣΘΩΣΗΣ ΕΡΓΟΥ,,,,,,,,https://diavgeia.gov.gr/doc/ΩΝΩΧΩ1Ζ-ΠΔ5
proc:f2a7c48b55a6,6289,2020,2,Ψ4ΡΕΩ1Ζ-9Χ8,1581379200000,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,ΣΥΜΒΑΣΗ για τη συλλογή και απομάκρυνση  Οχημάτων Τέλους Κύκλου Ζωής (Ο.Τ.Κ.Ζ.) μέσα στα όρια του Δήμου Στυλίδας,130.0,detail:extraFieldValues.awardAmount.amount,tax:998919103,,998919103,100048801,93281,https://diavgeia.gov.gr/doc/Ψ4ΡΕΩ1Ζ-9Χ8
proc:bf84c7638a8c,6289,2020,2,9ΟΥΜΩ1Ζ-7ΕΧ,1581465600000,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,"Απόφαση ανάθεσης επισκευής των οχημάτων με αριθμό κυκλοφορίας KHY 3337, ΚΗΗ 2729, ΚΗΙ 5954, ΚΗΗ 2792",15688.44,detail:extraFieldValues.awardAmount.amount,tax:092624702,,092624702,100020603,93281,https://diavgeia.gov.gr/doc/9ΟΥΜΩ1Ζ-7ΕΧ
proc:c5034d3c693b,6289,2020,2,ΨΤ39Ω1Ζ-ΗΕ2,1581465600000,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,Απόφαση ανάθεσης επισκευής του οχήματος με αριθμό κυκλοφορίας KHI 1317,4362.32,detail:extraFieldValues.awardAmount.amount,tax:092624702,,092624702,100020603,93281,https://diavgeia.gov.gr/doc/ΨΤ39Ω1Ζ-ΗΕ2
proc:c2253765b2a1,6289,2020,2,ΩΜ5ΒΩ1Ζ-ΩΟΒ,1582502400000,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,Απόφαση ανάθεσης της υπηρεσίας με τίτλο «Υπηρεσίες φύλαξης αντλιοστασίων».,1182.96,detail:extraFieldValues.awardAmount.amount,tax:112437726,,112437726,100048801,93281,https://diavgeia.gov.gr/doc/ΩΜ5ΒΩ1Ζ-ΩΟΒ
proc:f86a6a1911a8,6289,2020,2,ΩΛΛΓΩ1Ζ-3ΟΧ,1582761600000,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,Απόφαση ανάθεσης επισκευής του οχήματος με αριθμό κυκλοφορίας ΒΙΒ 2084,411.3,detail:extraFieldValues.awardAmount.amount,tax:019468099,,019468099,100020603,93281,https://diavgeia.gov.gr/doc/ΩΛΛΓΩ1Ζ-3ΟΧ
proc:393934e27bd5,6289,2020,2,6ΚΗΛΩ1Ζ-ΠΗΥ,2020-02-07,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,"Προμήθεια πετρελαίου για τη θέρμανση γραφείων διοικητικών υπηρεσιών του Δήμου Στυλίδας, περιόδου έως και 30/5/2020",,,,,,,,https://diavgeia.gov.gr/doc/6ΚΗΛΩ1Ζ-ΠΗΥ
proc:ec776b02c4bd,6289,2020,2,ΨΒΙΨΩ1Ζ-8Γ2,2020-02-07,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,"Προμήθεια πετρελαίου για τη θέρμανση αιθουσών Βρεφονηπιακού Σταθμού του Δήμου Στυλίδας, περιόδου έως και 30/5/2020.",,,,,,,,https://diavgeia.gov.gr/doc/ΨΒΙΨΩ1Ζ-8Γ2
proc:3dc67d57e7b1,6289,2020,2,ΨΓΒΖΩ1Ζ-4ΕΥ,2020-02-07,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,Προμήθεια φρέσκου γάλακτος για χορήγησή του ως είδος ατομικής προστασίας σε δικαιούχους υπαλλήλους του Δήμου Στυλίδας περιόδου έως και 19/6/2020,,,,,,,,https://diavgeia.gov.gr/doc/ΨΓΒΖΩ1Ζ-4ΕΥ
proc:b7ac6b5a4cfe,6289,2020,2,62Θ9Ω1Ζ-ΥΣΤ,2020-02-10,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,"Προμήθεια καυσίμων για την κίνηση αυτοκινήτων της υπηρεσίας τεχνικών έργων του Δήμου Στυλίδας, περιόδου έως και 30/5/2020",,,,,,,,https://diavgeia.gov.gr/doc/62Θ9Ω1Ζ-ΥΣΤ
