ada,contract_id,decision_type,amount,issue_date
Ψ4ΡΕΩ1Ζ-9Χ8,contract:10baae5ee1e8,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,130.0,1581379200000
9ΟΥΜΩ1Ζ-7ΕΧ,contract:1e44e78b5886,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,15688.44,1581465600000
6Υ6ΝΩ1Ζ-Γ7Σ,contract:1e44e78b5886,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,15999.44,1594252800000
ΨΤ39Ω1Ζ-ΗΕ2,contract:93e3eb9a66a7,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,4362.32,1581465600000
ΩΜ5ΒΩ1Ζ-ΩΟΒ,contract:43c0e8a57b76,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,1182.96,1582502400000
ΩΛΛΓΩ1Ζ-3ΟΧ,contract:e3e397bd5a0e,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,411.3,1582761600000
6ΛΒΣΩ1Ζ-Σ52,contract:9a1a04f42632,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,370.0,1583366400000
ΨΖ1ΛΩ1Ζ-ΣΣΖ,contract:a9a66f65c1cb,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,1436.54,1583366400000
639ΞΩ1Ζ-23Ω,contract:e66b3d0bb594,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,613.8,1583452800000
ΩΔΜΖΩ1Ζ-7Χ4,contract:e66b3d0bb594,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,629.41,1591660800000
