ada,contract_id,decision_type,amount,issue_date
Ψ9Σ84690ΒΙ-428,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,2092.0,1580688000000
ΩΑΝΣ4690ΒΙ-5ΙΩ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,2100.0,1580947200000
Ω0Ω04690ΒΙ-Ι5Γ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1643.0,1581033600000
6ΓΗΠ4690ΒΙ-6ΟΡ,contract:3f94fd3216a6,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,1922.0,2020-02-19
ΩΗΓ14690ΒΙ-5ΞΣ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,2120.4,1583712000000
ΩΡΝΠ4690ΒΙ-ΟΞΑ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1732.88,1583712000000
ΨΜ994690ΒΙ-71Φ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1500.0,1583798400000
Ω6ΒΟ4690ΒΙ-Ψ10,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1770.72,1583884800000
ΩΕΙΒ4690ΒΙ-469,contract:3f94fd3216a6,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,1882.32,2020-03-11
9Ι5Α4690ΒΙ-ΞΝΥ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,2021.2,1584057600000
9ΨΡ44690ΒΙ-ΙΘΛ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1882.32,1584057600000
6ΟΞΤ4690ΒΙ-703,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,2048.48,1584489600000
ΨΚΜΙ4690ΒΙ-Φ48,contract:3f94fd3216a6,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,2009.97,2020-03-23
Ψ1Ψ24690ΒΙ-Σ5Λ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,2009.97,1585526400000
Ψ2ΒΔ4690ΒΙ-3ΚΣ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1612.0,1585526400000
ΩΡΥΙ4690ΒΙ-6ΟΣ,contract:3f94fd3216a6,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,1636.8,2020-04-13
9Π0Κ4690ΒΙ-ΦΥΚ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,2000.0,1586908800000
ΩΔΒ14690ΒΙ-ΜΝ8,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1636.8,1586908800000
9Ρ7Φ4690ΒΙ-Θ4Κ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1500.0,1587427200000
67ΠΕ4690ΒΙ-ΜΜΞ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1798.0,1587513600000
6Ν1Ψ4690ΒΙ-97Π,contract:3f94fd3216a6,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,1902.16,2020-04-28
ΨΩΣΙ4690ΒΙ-Ρ60,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1902.16,1588118400000
Ω9ΖΟ4690ΒΙ-Μ0Ν,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1909.6,1588204800000
97ΚΟ4690ΒΙ-335,contract:3f94fd3216a6,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,1674.0,2020-05-12
6Γ0Ξ4690ΒΙ-4ΙΘ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1674.0,1589328000000
659Υ4690ΒΙ-ΥΑ8,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1605.8,1589760000000
90ΨΖ4690ΒΙ-1ΓΗ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1775.85,1590451200000
63ΔΞ4690ΒΙ-ΤΜΟ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1767.0,1590537600000
Ψ7ΑΤ4690ΒΙ-Μ1Ξ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,2000.0,1592438400000
ΨΣΨΝ4690ΒΙ-ΝΛΝ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,2147.0,1592784000000
ΩΑΔΝ4690ΒΙ-ΛΛΞ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1674.0,1592784000000
ΩΖΛΗ4690ΒΙ-219,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1820.32,1592784000000
97254690ΒΙ-5Ψ6,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,2000.0,1593561600000
652Ω4690ΒΙ-Φ23,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1602.08,1593734400000
Ψ3844690ΒΙ-ΡΩ1,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,2100.0,1593734400000
ΩΙ6Σ4690ΒΙ-Λ4Π,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1562.4,1594598400000
6ΟΥ04690ΒΙ-ΠΗΠ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1590.92,1594771200000
6ΥΤΨ4690ΒΙ-83Ψ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,2000.0,1594771200000
ΨΤ4Ρ4690ΒΙ-9ΕΓ,contract:3f94fd3216a6,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,1928.82,2020-07-23
Ω2ΕΖ4690ΒΙ-ΝΦΦ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1928.82,1595808000000
6ΤΡΜ4690ΒΙ-ΧΞ7,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,2100.56,1596153600000
94ΜΡ4690ΒΙ-ΥΨ6,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1500.0,1596672000000
61734690ΒΙ-1Ε6,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,2051.41,1596758400000
6ΠΧΣ4690ΒΙ-3ΒΕ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1500.0,1596758400000
Ψ1064690ΒΙ-ΕΛ5,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1527.68,1597968000000
Ψ4ΣΔ4690ΒΙ-ΚΤ5,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1623.16,1600387200000
ΩΨΩ04690ΒΙ-Δ7Γ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1500.0,1600387200000
ΩΜ7Λ4690ΒΙ-ΘΓ8,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,2000.0,1600646400000
ΨΡΨΚ4690ΒΙ-ΙΔΩ,contract:3f94fd3216a6,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,1946.8,2020-09-29
6ΔΜΣ4690ΒΙ-Α2Ω,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1698.8,1602028800000
ΩΨ254690ΒΙ-677,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1674.0,1602028800000
ΩΖΑ24690ΒΙ-Ν3Ε,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1860.0,1602201600000
ΩΡΙΟ4690ΒΙ-0ΡΚ,contract:3f94fd3216a6,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,2026.0,2020-10-15
Ψ8444690ΒΙ-ΝΨΛ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1488.0,1603324800000
ΨΕΨ44690ΒΙ-ΩΣ7,contract:3f94fd3216a6,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,2120.0,2020-10-22
ΩΣΘΘ4690ΒΙ-ΣΨ9,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,2120.0,1603411200000
ΨΝΑΦ4690ΒΙ-ΜΥ6,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1736.0,1603756800000
ΨΜΚΤ4690ΒΙ-Ω04,contract:3f94fd3216a6,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,2025.86,2020-10-29
ΨΩ7Τ4690ΒΙ-ΦΑ2,contract:3f94fd3216a6,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,2025.86,2020-11-12
6Γ224690ΒΙ-5ΒΒ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1600.0,1606089600000
97Θ44690ΒΙ-092,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1631.64,1606089600000
6ΒΑΘ4690ΒΙ-ΞΔΣ,contract:3f94fd3216a6,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,1860.0,2020-11-26
Ψ7ΟΟ4690ΒΙ-Υ14,contract:3f94fd3216a6,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,1860.0,2020-11-26
ΨΕ044690ΒΙ-ΚΧ5,contract:3f94fd3216a6,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,1510.3,2020-11-26
ΨΞ5Η4690ΒΙ-ΒΞΝ,contract:3f94fd3216a6,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,1398.72,2020-11-26
Ω87Θ4690ΒΙ-ΟΒΠ,contract:3f94fd3216a6,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,1399.2,2020-11-26
6ΔΔ44690ΒΙ-Ι4Π,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1398.72,1606435200000
6Μ5Μ4690ΒΙ-4ΜΩ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1860.0,1606435200000
6ΜΙΕ4690ΒΙ-9Σ9,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1510.3,1606435200000
6ΥΘΨ4690ΒΙ-8Γ4,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1963.65,1606435200000
6ΒΒΒ4690ΒΙ-Ε5Ω,contract:3f94fd3216a6,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,1488.0,2020-12-03
ΨΘΟΖ4690ΒΙ-55Χ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1785.6,1607644800000
ΨΒΘΔ4690ΒΙ-4ΗΦ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,2100.0,1608249600000
Ψ4ΔΑ4690ΒΙ-9ΘΠ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1852.29,1609804800000
ΨΨΩ34690ΒΙ-ΒΤΨ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1720.59,1609804800000
ΩΖ614690ΒΙ-ΗΥΤ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,2034.45,1609804800000
ΩΙΡΨ4690ΒΙ-ΟΓΗ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1581.0,1609804800000
6Ψ7Μ4690ΒΙ-2ΗΩ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1736.0,1609977600000
ΩΦΞΞ4690ΒΙ-74Δ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1851.52,1609977600000
ΨΗ7Ψ4690ΒΙ-ΨΩΕ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1500.0,1610323200000
ΨΥΝΔ4690ΒΙ-ΕΚ6,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1500.0,1610323200000
ΨΧΩΚ4690ΒΙ-Γ9Μ,contract:3f94fd3216a6,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,2000.0,1610323200000
