procurement_key,org,year,month,ada,issue_date,decision_type,subject,amount,amount_source,supplier_key,supplier_name,supplier_tax_id,signer,unit,url
proc:fab1737b6a73,50621,2020,1,6ΚΖΓΟΡΣΜ-ΛΤ9,2020-01-02,ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ,ΠΡΟΜΗΘΕΙΑ ΠΕΙΡΑΙΩΣ 2-1-20,,,,,,,,https://diavgeia.gov.gr/doc/6ΚΖΓΟΡΣΜ-ΛΤ9
proc:78e97dc62a23,50621,2020,1,6ΜΤΕΟΡΣΜ-30Α,2020-01-03,ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ,ΠΡΟΜΗΘΕΙΑ ΠΕΙΡΑΩΣ,,,,,,,,https://diavgeia.gov.gr/doc/6ΜΤΕΟΡΣΜ-30Α
proc:4aa1d7b7660c,50621,2020,1,ΨΕΡ8ΟΡΣΜ-Ν8Ρ,2020-01-07,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,Απόφαση 2/2020 Προέδρου για εκτέλεση εργασιών προμήθειας υπηρεσιών και ανάληψης δαπάνης,,,,,,,,https://diavgeia.gov.gr/doc/ΨΕΡ8ΟΡΣΜ-Ν8Ρ
proc:ab105b6852d8,50621,2020,1,6ΓΡ2ΟΡΣΜ-Θ6Η,2020-01-08,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,Απόφαση Ανάληψης Υποχρέωσης ορθή για προμήθεια γεωδαιτικού σταθμού και gps,,,,,,,,https://diavgeia.gov.gr/doc/6ΓΡ2ΟΡΣΜ-Θ6Η
proc:d93a7d6cdaa3,50621,2020,1,Ω778ΟΡΣΜ-4Ψ1,2020-01-08,ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ,ΠΡΟΜΗΘΕΙΑ ΠΕΙΡΑΙΩΣ,,,,,,,,https://diavgeia.gov.gr/doc/Ω778ΟΡΣΜ-4Ψ1
proc:0f1600c05841,50621,2020,1,6ΕΩ5ΟΡΣΜ-3ΒΠ,2020-01-09,ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ,ΠΡΟΜΗΘΕΙΑ,,,,,,,,https://diavgeia.gov.gr/doc/6ΕΩ5ΟΡΣΜ-3ΒΠ
proc:c47aea959431,50621,2020,1,6Η9ΖΟΡΣΜ-Ε4Δ,2020-01-09,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,Απόφαση ανάληψης υποχρέωσης για προμήθεια συστήματος προτεραιότητας,,,,,,,,https://diavgeia.gov.gr/doc/6Η9ΖΟΡΣΜ-Ε4Δ
proc:d7a4c7c1ba8c,50621,2020,1,ΩΙΥΗΟΡΣΜ-Π4Φ,2020-01-09,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,Απόφαση ανάληψης υποχρέωσης για προμήθεια λαστιχένιων αγωγών (ορθή επανάληψη),,,,,,,,https://diavgeia.gov.gr/doc/ΩΙΥΗΟΡΣΜ-Π4Φ
proc:fd2ab24b3000,50621,2020,1,Ψ7ΙΗΟΡΣΜ-19Ε,2020-01-10,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,Απόφαση 4/2020 Προέδρου για εκτέλεση εργασιών προμήθειας υπηρεσιών και ανάληψης δαπάνης,,,,,,,,https://diavgeia.gov.gr/doc/Ψ7ΙΗΟΡΣΜ-19Ε
proc:430003e22a5b,50621,2020,1,ΨΛΧ3ΟΡΣΜ-ΠΙΓ,2020-01-10,ΠΕΡΙΛΗΨΗ ΔΙΑΚΗΡΥΞΗΣ,Περίληψη διακήρυξης για την προμήθεια και εγκατάσταση εξοπλισμού προ επεξεργασίας ιλύος στην ΕΕΛ Σερρών.,,,,,,,,https://diavgeia.gov.gr/doc/ΨΛΧ3ΟΡΣΜ-ΠΙΓ
proc:2eae6fcdcc90,50621,2020,1,Ω7Ζ6ΟΡΣΜ-ΣΤΟ,2020-01-10,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,Απόφαση 5/2020 Προέδρου για εκτέλεση εργασιών προμήθειας υπηρεσιών και ανάληψης δαπάνης,,,,,,,,https://diavgeia.gov.gr/doc/Ω7Ζ6ΟΡΣΜ-ΣΤΟ
proc:f4d50aee900e,50621,2020,1,ΩΑ0ΓΟΡΣΜ-ΞΩΓ,2020-01-10,ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ,ΠΡΟΜΗΘΕΙΑ ΠΕΙΡΑΙΩΣ,,,,,,,,https://diavgeia.gov.gr/doc/ΩΑ0ΓΟΡΣΜ-ΞΩΓ
