procurement_key,org,year,month,ada,issue_date,decision_type,subject,amount,amount_source,supplier_key,supplier_name,supplier_tax_id,signer,unit,url
proc:0589b2638278,6079,2020,1,ΩΦΖΗΩ9Α-Υ4Κ,2020-01-02,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,"Ορισμός δικαιούχων υπαλλήλων που προσληφθήκαν με σύμβαση Ι.Δ.Ο.Χ. δίμηνης διάρκειας, προς αντιμετώπιση κατεπειγουσών, εποχικών ή πρόσκαιρων αναγκών της υπηρεσίας καθαριότητας (συνοδοί απορριμματοφόρου), για την παροχή μέσων προστασίας και γάλακτος».",,,,,,,,https://diavgeia.gov.gr/doc/ΩΦΖΗΩ9Α-Υ4Κ
proc:60568d4fede0,6079,2020,1,6ΤΟΦΩ9Α-2Κ4,2020-01-09,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,ΑΝΑΘΕΣΗ ΓΡΑΜΜΑΤΕΙΑΚΗΣ ΥΠΟΣΤΗΡΙΞΗΣ Β/ΘΜΙΑΣ ΣΧΟΛΙΚΗΣ ΕΠΙΤΡΟΠΗΣ,,,,,,,,https://diavgeia.gov.gr/doc/6ΤΟΦΩ9Α-2Κ4
proc:cf7998a04a5a,6079,2020,1,ΡΕ3ΦΩ9Α-ΣΛΩ,2020-01-20,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,Δαπάνες προμήθειας αναλωσίμων,,,,,,,,https://diavgeia.gov.gr/doc/ΡΕ3ΦΩ9Α-ΣΛΩ
proc:7e0617b2974e,6079,2020,1,ΡΟ4ΥΩ9Α-ΛΝ4,2020-01-20,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,Δαπάνες προμήθειας αναλωσίμων,,,,,,,,https://diavgeia.gov.gr/doc/ΡΟ4ΥΩ9Α-ΛΝ4
proc:1e618e7e570c,6079,2020,1,Ω6Β4Ω9Α-ΠΟΜ,2020-01-20,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,Δαπάνες προμήθειας αναλωσίμων,,,,,,,,https://diavgeia.gov.gr/doc/Ω6Β4Ω9Α-ΠΟΜ
proc:70395000eb2a,6079,2020,1,6ΛΙΡΩ9Α-946,2020-01-24,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,ΑΠΟΦΑΣΗ ΔΗΜΑΡΧΟΥ ΑΠΕΥΘΕΙΑΣ ΑΝΑΘΕΣΗΣ ΓΙΑ ΑΣΦΑΛΙΣΤΡΑ 5 ΜΕΤΑΦΟΡΙΚΩΝ ΜΕΣΩΝ,,,,,,,,https://diavgeia.gov.gr/doc/6ΛΙΡΩ9Α-946
proc:04cc87b3f9eb,6079,2020,1,ΩΕΓΤΩ9Α-Τ2Υ,2020-01-24,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,ΑΠΟΦΑΣΗ ΔΗΜΑΡΧΟΥ ΑΠΕΥΘΕΙΑΣ ΑΝΑΘΕΣΗΣ ΓΙΑ ΑΣΦΑΛΙΣΤΡΑ ΜΕΤΑΦΟΡΙΚΩΝ ΜΕΣΩΝ,,,,,,,,https://diavgeia.gov.gr/doc/ΩΕΓΤΩ9Α-Τ2Υ
proc:1bafaf3a1c69,6079,2020,2,ΩΥ8ΧΩ9Α-ΛΜΖ,2020-02-03,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,Απόφαση Ανάληψης Υποχρέωσης  για Εργοδοτικές εισφορές υπαλλήλων με σύμβαση αορίστου χρόνου.,,,,,,,,https://diavgeia.gov.gr/doc/ΩΥ8ΧΩ9Α-ΛΜΖ
proc:6489cbd60ee1,6079,2020,2,6ΜΖΚΩ9Α-ΣΡΝ,2020-02-10,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,ΕΓΚΡΙΣΗ ΔΙΑΤΗΡΗΣΗΣ ΣΥΜΒΑΤΙΚΟΥ ΠΟΣΟΥ ΚΑΙ ΣΥΜΒΑΤΙΚΩΝ ΠΟΣΟΤΗΤΩΝ ΟΠΩΣ ΑΥΤΑ ΕΧΟΥΝ ΥΠΟΓΡΑΦΕΙ ΣΤΟ ΑΡΙΘΜ.ΠΡΩΤ. 7933/2-10-2019 (19SYMV005648379) ΣΥΜΦΩΝΗΤΙΚΟ ΓΙΑ ΤΗΝ ΠΡΟΜΗΘΕΙΑ ΚΑΥΣΙΜΩΝ ΔΗΜΟΥ ΔΟΜΟΚΟΥ,,,,,,,,https://diavgeia.gov.gr/doc/6ΜΖΚΩ9Α-ΣΡΝ
proc:d7fcaef09352,6079,2020,2,64ΑΦΩ9Α-30Σ,2020-02-13,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,"ΑΠΟΦΑΣΗ ΔΗΜΑΡΧΟΥ ΑΠΕΥΘΕΙΑΣ ΑΝΑΘΕΣΗΣ ΓΙΑ ""ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ ΣΥΜΒΟΥΛΟΥ ΣΕ ΘΕΜΑΤΑ ΕΡΕΥΝΑΣ ΚΑΙ ΑΝΑΠΤΥΞΗΣ ΤΟΥ ΔΗΜΟΥ ΔΟΜΟΚΟΥ""",,,,,,,,https://diavgeia.gov.gr/doc/64ΑΦΩ9Α-30Σ
proc:567d90585965,6079,2020,2,Ψ8Υ5Ω9Α-36Ο,2020-02-13,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΠΡΟΜΗΘΕΙΑ ΤΡΟΦΙΜΩΝ ΓΙΑ ΠΑΙΔΙΚΟΥΣ ΣΤΑΘΜΟΥΣ Δ.Ε.ΔΟΜΟΚΟΥ ΚΑΙ Δ.Ε.ΘΕΣΣΑΛΙΩΤΙΔΑΣ,,,,,,,,https://diavgeia.gov.gr/doc/Ψ8Υ5Ω9Α-36Ο
proc:81d237a996dd,6079,2020,2,ΨΗΞ7Ω9Α-Ρ3Α,2020-02-13,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,ΑΠΟΦΑΣΗ ΔΗΜΑΡΧΟΥ ΑΠΕΥΘΕΙΑΣ ΑΝΑΘΕΣΗΣ ΓΙΑ «ΥΠΗΡΕΣΙΕΣ ΠΑΡΟΧΗΣ ΣΥΜΒΟΥΛΩΝ ΣΕ ΘΕΜΑΤΑ ΑΝΑΠΤΥΞΗΣ ΕΠΙΧΕΙΡΗΜΑΤΙΚΩΝ ΔΡΑΣΤΗΡΙΟΤΗΤΩΝ ΚΑΙ ΔΗΜΟΣΙΩΝ ΣΧΕΣΕΩΝ»,,,,,,,,https://diavgeia.gov.gr/doc/ΨΗΞ7Ω9Α-Ρ3Α
