ada,contract_id,decision_type,amount,issue_date
ΡΘ3ΘΩΛΠ-2ΤΚ,contract:5591965a6332,ΚΑΤΑΚΥΡΩΣΗ,400.0,1578960000000
ΨΘ1ΦΩΛΠ-ΣΤΦ,contract:afea5153278c,ΚΑΤΑΚΥΡΩΣΗ,420.0,1578960000000
Ω8ΠΙΩΛΠ-ΕΔΕ,contract:bf89c76e2bfc,ΚΑΤΑΚΥΡΩΣΗ,555.0,1578960000000
63ΗΦΩΛΠ-89Λ,contract:bbf148b5326e,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,354000.0,2020-01-21
Ω5Ο4ΩΛΠ-11Μ,contract:bbf148b5326e,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,348335.84,1585008000000
ΨΘΝ3ΩΛΠ-Ζ27,contract:bbf148b5326e,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,350000.0,1592870400000
69Θ3ΩΛΠ-ΝΩΦ,contract:bbf148b5326e,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,345475.51,1600732800000
ΩΩΩΨΩΛΠ-25Ε,contract:bbf148b5326e,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,350000.0,1603929600000
ΩΖΥΠΩΛΠ-ΦΜ7,contract:bbf148b5326e,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,348335.84,1607990400000
Ρ35ΠΩΛΠ-ΒΑΨ,contract:bbf148b5326e,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,348335.84,1613347200000
679ΑΩΛΠ-3ΚΘ,contract:bbf148b5326e,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,350000.0,1616371200000
ΨΖΤΓΩΛΠ-ΠΜ4,contract:bbf148b5326e,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,350000.0,1616371200000
97ΚΑΩΛΠ-Η0Ε,contract:bbf148b5326e,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,348335.84,1618185600000
9Δ8ΖΩΛΠ-9ΓΦ,contract:bbf148b5326e,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,348335.84,1618185600000
68ΚΔΩΛΠ-Ψ7Ο,contract:bbf148b5326e,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,345475.51,1621036800000
