procurement_key,org,year,month,ada,issue_date,decision_type,subject,amount,amount_source,supplier_key,supplier_name,supplier_tax_id,signer,unit,url
proc:6e0cdc58fa28,50432,2020,1,Ψ7Β0ΟΡΥΕ-Σ5Ε,2020-01-08,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ ΓΙΑ ΤΗΝ ΠΛΗΡΩΜΗ Δ.Χ. 2019,,,,,,,,https://diavgeia.gov.gr/doc/Ψ7Β0ΟΡΥΕ-Σ5Ε
proc:02fc6a2395c5,50432,2020,1,ΨΚ7ΟΟΡΥΕ-Σ5Χ,2020-01-08,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΑΥ ΠΡΟΜΗΘΕΙΑ ΑΔΡΑΝΩΝ ΥΛΙΚΩΝ,,,,,,,,https://diavgeia.gov.gr/doc/ΨΚ7ΟΟΡΥΕ-Σ5Χ
proc:6ab73cb7dfb6,50432,2020,1,65ΩΩΟΡΥΕ-ΤΟΨ,2020-01-09,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΑΥ ΠΡΟΜΗΘΕΙΑ ΑΔΡΑΝΩΝ ΥΛΙΚΩΝ,,,,,,,,https://diavgeia.gov.gr/doc/65ΩΩΟΡΥΕ-ΤΟΨ
proc:e06791feb77c,50432,2020,1,ΨΓΖΤΟΡΥΕ-Β12,2020-01-09,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ ΓΙΑ ΤΗΝ ΚΑΛΥΨΗ ΤΩΝ ΕΞΟΔΩΝ ΜΕΤΑΚΙΝΗΣΗΣ ΤΟΥ ΚΛΗΤΗΡΑ ΤΗΣ ΔΕΥΑΚ,,,,,,,,https://diavgeia.gov.gr/doc/ΨΓΖΤΟΡΥΕ-Β12
proc:a35729e3222a,50432,2020,1,ΩΞΗ9ΟΡΥΕ-ΟΡ3,2020-01-09,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ ΓΙΑ ΤΗΝ ΠΛΗΡΩΜΗ ΕΝΟΙΚΙΟΥ ΤΟΥ ΜΗΝΟΣ ΙΑΝΟΥΑΡΙΟΥ 2020,,,,,,,,https://diavgeia.gov.gr/doc/ΩΞΗ9ΟΡΥΕ-ΟΡ3
proc:b296191d071a,50432,2020,1,ΩΨΠ9ΟΡΥΕ-69Β,2020-01-09,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ ΓΙΑ ΤΗΝ ΠΛΗΡΩΜΉ ΛΟΓΑΡΙΑΣΜΟΥ ΟΤΕ,,,,,,,,https://diavgeia.gov.gr/doc/ΩΨΠ9ΟΡΥΕ-69Β
proc:8e17eb3e28e0,50432,2020,1,ΨΔΛ6ΟΡΥΕ-ΞΩΘ,2020-01-10,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ ΓΙΑ ΤΗΝ ΠΛΗΡΩΜΗ ΛΟΓΑΡΙΑΣΜΟΥ ΚΙΝΗΤΗΣ ΤΗΛΕΦΩΝΙΑΣ,,,,,,,,https://diavgeia.gov.gr/doc/ΨΔΛ6ΟΡΥΕ-ΞΩΘ
proc:b0cabb88f065,50432,2020,1,ΩΤΕΛΟΡΥΕ-Φ0Ο,2020-01-10,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,Ανάληψη δαπάνης  και έγκριση πληρωμής  υπερωριών προσωπικού για τον Δεκέμβριο του έτους  2019,,,,,,,,https://diavgeia.gov.gr/doc/ΩΤΕΛΟΡΥΕ-Φ0Ο
proc:3e2d8c76467a,50432,2020,1,64ΛΞΟΡΥΕ-ΒΗ8,2020-01-13,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ ΓΙΑ ΤΗΝ ΠΛΗΡΩΜΗ ΒΑΣΕΙ ΣΥΜΒΑΣΗΣ,,,,,,,,https://diavgeia.gov.gr/doc/64ΛΞΟΡΥΕ-ΒΗ8
proc:3e0f83edf804,50432,2020,1,6ΞΣΚΟΡΥΕ-ΣΡΑ,2020-01-13,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,"Έγκριση δαπάνης για   την προμήθεια  ανταλλακτικών για το υπηρεσιακό όχημα με αριθμό κυκλοφορίας ΜΕ 39079, ώστε να εξυπηρετηθούν οι ανάγκες της Δ.Ε.Υ.Α.Κ.",,,,,,,,https://diavgeia.gov.gr/doc/6ΞΣΚΟΡΥΕ-ΣΡΑ
