ada,contract_id,decision_type,amount,issue_date
64ΖΠΩ10-00Ο,contract:f7a276585d88,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,119223.52,2020-01-21
6ΝΠΔΩ10-Κ7Λ,contract:30c700010cbf,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,59660.0,2020-01-21
6Τ9ΠΩ10-79Β,contract:7748d30c2119,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,148800.0,2020-01-21
6ΤΗΣΩ10-Θ6Η,contract:7748d30c2119,ΠΕΡΙΛΗΨΗ ΔΙΑΚΗΡΥΞΗΣ,148800.0,2020-01-31
ΩΑ2ΩΩ10-ΞΔΜ,contract:7748d30c2119,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,148800.0,2020-04-02
ΩΒΧ5Ω10-ΑΓ7,contract:7748d30c2119,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,148800.0,2020-05-18
6ΛΧ7Ω10-ΗΧ7,contract:7748d30c2119,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,150000.0,2020-06-26
ΩΩΙΤΩ10-ΚΑΤ,contract:7748d30c2119,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,150000.0,2020-07-14
Ψ7ΚΚΩ10-Ι4Π,contract:7748d30c2119,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,148800.0,2020-08-13
65ΚΜΩ10-ΠΩΑ,contract:7748d30c2119,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,148800.0,2020-11-20
6ΣΨΖΩ10-3ΩΣ,contract:7748d30c2119,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,148800.0,2020-12-08
ΩΘΙΕΩ10-5ΣΠ,contract:7748d30c2119,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,148800.0,2020-12-08
